# ID  name  B  Berr  V  Verr  R  Rerr  I  Ierr  psfMag_u  psfMagErr_u  psfMag_g  psfMagErr_g  psfMag_r  psfMagErr_r  psfMag_i  psfMagErr_i  psfMag_z  psfMagErr_z  good_u  good_g  good_r  good_i  good_z
1-2662-40-5-375-24  L92-S188  0  0  16.621  0  16.189  0  15.774  0  18.345  0.018  16.947  0.021  16.421  0.013  16.19  0.014  16.095  0.019  1  1  1  1  0
1-2662-40-5-375-28  L92-S193  0  0  15.959  0  0  0  15.28  0  17.253  0.015  16.193  0.021  15.823  0.013  15.662  0.014  15.639  0.018  0  1  1  1  1
1-2662-40-5-375-31  L92-S198  16.689  0  15.947  0  15.531  0  15.135  0  17.654  0.016  16.256  0.021  15.724  0.013  15.528  0.014  15.453  0.018  1  1  1  1  1
1-2662-40-5-375-39  L92-S208  0  0  15.042  0  0  0  14.323  0  16.58  0.014  15.304  0.021  14.863  0.013  14.694  0.014  14.683  0.018  1  1  1  1  1
1-2662-40-5-375-44  L92-S211  0  0  17.786  0  0  0  16.946  0  19.525  0.031  18.109  0.022  17.566  0.014  17.353  0.015  17.314  0.021  1  1  1  1  1
1-2662-40-5-375-46  L92-S214  0  0  17.798  0  0  0  16.806  0  19.835  0.037  18.195  0.022  17.515  0.014  17.223  0.015  17.11  0.02  1  1  1  1  1
1-2662-40-5-375-53  L92-S218  0  0  17.031  0  0  0  16.29  0  18.663  0.021  17.317  0.022  16.821  0.013  16.682  0.014  16.653  0.019  1  1  1  1  1
1-2662-40-5-375-71  L92-S231  0  0  15.575  0  0  0  14.459  0  18.43  0.019  16.12  0.021  15.178  0.013  14.893  0.014  14.762  0.018  1  1  1  1  1
1-2662-40-5-375-78  L92-S235  0  0  15.347  0  0  0  14.326  0  17.956  0.017  15.823  0.021  15.004  0.013  14.75  0.014  14.652  0.018  1  1  1  1  1
1-2662-40-5-375-82  L92-S239  0  0  17.316  0  0  0  16.318  0  19.151  0.026  17.718  0.022  17.019  0.013  16.764  0.014  16.629  0.019  1  1  1  1  1
1-2662-40-5-375-111  L92-S192  0  0  0  0  17.836  0  16.407  0  22.717  0.348  19.911  0.026  18.455  0.015  17.062  0.015  16.342  0.019  1  1  1  1  1
1-2662-40-5-375-112  L92-S194  0  0  18.663  0  18.108  0  17.65  0  20.299  0.05  19.003  0.023  18.398  0.015  18.093  0.016  17.973  0.026  1  1  1  1  1
1-2662-40-5-375-127  L92-S204  0  0  17.427  0  0  0  16.219  0  20.459  0.056  18.022  0.022  17.01  0.013  16.654  0.014  16.485  0.019  1  1  1  1  1
1-2662-40-5-375-131  L92-S205  0  0  18.372  0  0  0  17.054  0  21.278  0.104  18.954  0.023  17.914  0.014  17.513  0.015  17.303  0.021  1  1  1  1  1
1-2662-40-5-375-158  L92-S227  0  0  18.472  0  0  0  17.376  0  20.997  0.084  18.934  0.023  18.1  0.014  17.816  0.015  17.644  0.023  1  1  1  1  1
1-2662-40-5-375-163  L92-S230  0  0  17.779  0  0  0  16.568  0  20.764  0.071  18.335  0.022  17.355  0.013  17.01  0.014  16.848  0.02  1  1  1  1  1
1-2662-40-5-376-49  L92-S131  17.171  0  16.289  0  0  0  15.333  0  18.502  0.023  16.71  0.019  15.979  0.022  15.748  0.019  15.676  0.018  0  1  0  0  1
1-2662-40-6-49-167  L113-S285  17.159  0  16.09  0  15.252  0  14.703  0  19.092  0.027  16.651  0.017  15.584  0.012  15.18  0.012  14.96  0.016  1  1  1  1  1
1-2662-40-6-49-178  L113-S311  18.617  0  17.921  0  17.425  0  17.014  0  19.701  0.036  18.243  0.018  17.683  0.013  17.496  0.013  17.319  0.02  1  1  1  1  1
1-2662-40-6-49-186  L113-S314  18.617  0  17.976  0  0  0  17.203  0  19.57  0.034  18.256  0.018  17.779  0.013  17.608  0.013  17.535  0.021  1  1  1  1  1
1-2662-40-6-49-191  L113-S317  16.472  0  15.615  0  0  0  14.609  0  18.079  0.02  16.035  0.017  15.292  0.012  15.046  0.012  14.902  0.016  1  1  1  1  1
1-2662-40-6-49-215  L113-S321  16.546  0  15.87  0  0  0  15.041  0  17.489  0.018  16.166  0.017  15.656  0.012  15.466  0.012  15.389  0.016  1  1  1  1  1
1-2662-40-6-49-432  L113-S284  0  0  0  0  18.071  0  17.15  0  22.248  0.247  19.871  0.023  18.478  0.014  17.735  0.013  17.255  0.02  0  1  1  1  1
1-2662-40-6-49-437  L113-S288  0  0  18.632  0  17.568  0  16.238  0  22.162  0.231  19.405  0.02  18.035  0.013  16.913  0.012  16.256  0.017  1  1  1  1  1
1-2662-40-6-49-438  L113-S289  19.277  0  18.694  0  18.28  0  0  0  20.029  0.045  18.923  0.019  18.499  0.014  18.365  0.015  18.264  0.029  1  1  1  1  1
1-2662-40-6-49-455  L113-S303  18.395  0  17.31  0  0  0  16.003  0  20.447  0.06  17.879  0.018  16.811  0.013  16.472  0.012  16.259  0.017  1  1  1  1  1
1-2662-40-6-50-59  L113-S331  16.072  0  15.389  0  0  0  14.569  0  17.173  0.017  15.682  0.016  15.178  0.01  15.004  0.011  14.926  0.017  1  1  1  1  1
1-2662-40-6-50-65  L113-S345  16.086  0  15.491  0  15.078  0  14.708  0  16.965  0.017  15.741  0.017  15.311  0.01  15.151  0.011  15.057  0.017  1  1  1  1  1
1-2662-40-6-50-73  L113-S363  16.215  0  15.499  0  0  0  14.577  0  17.054  0.017  15.801  0.017  15.27  0.01  15.025  0.011  14.906  0.017  1  1  1  1  1
1-2662-40-6-50-88  L113-S374  15.61  0  14.97  0  0  0  14.181  0  16.569  0.016  15.239  0.016  14.779  0.01  14.607  0.011  14.565  0.017  1  1  1  1  1
1-2662-40-6-50-89  L113-S376  18.112  0  17.545  0  0  0  0  0  18.882  0.025  17.747  0.017  17.374  0.011  17.217  0.011  17.166  0.02  1  1  1  1  1
1-2662-40-6-50-377  L113-S347  0  0  18.23  0  0  0  16.5  0  21.426  0.129  18.959  0.018  17.605  0.011  16.986  0.011  16.63  0.018  1  1  1  1  1
1-2662-40-6-50-382  L113-S351  18.712  0  17.771  0  0  0  16.528  0  20.338  0.056  18.255  0.017  17.35  0.011  16.993  0.011  16.814  0.019  1  1  1  1  1
1-2662-40-6-50-386  L113-S358  18.841  0  17.858  0  0  0  16.583  0  20.484  0.062  18.342  0.017  17.416  0.011  17.061  0.011  16.848  0.019  1  1  1  1  1
1-2662-40-6-50-388  L113-S359  19.708  0  0  0  0  0  15.965  0  21.713  0.165  18.951  0.018  17.459  0.011  16.538  0.011  16.044  0.018  1  1  1  1  1
1-2662-40-6-50-397  L113-S369  19.314  0  18.726  0  0  0  0  0  20.163  0.047  18.947  0.018  18.539  0.012  18.348  0.013  18.311  0.03  1  1  1  1  1
1-2662-40-6-50-405  L113-S373  18.427  0  16.938  0  0  0  14.945  0  20.374  0.056  17.726  0.017  16.33  0.01  15.521  0.011  15.116  0.017  1  1  1  1  1
1-2662-40-6-50-408  L113-S380  19.395  0  0  0  0  0  16.835  0  21.246  0.109  18.816  0.018  17.768  0.011  17.304  0.011  17.034  0.019  1  1  1  1  1
1-2738-40-3-307-83  L95-S211  0  0  15.58  0  0  0  14.662  0  17.177  0.013  15.893  0.018  15.358  0.015  15.144  0.015  15.03  0.02  1  1  1  1  1
1-2738-40-3-307-86  L95-S158  15.396  0  14.775  0  0  0  13.976  0  16.246  0.011  15.031  0.018  14.572  0.015  14.442  0.015  14.268  0.02  1  1  1  0  1
1-2738-40-3-307-108  L95-S4  17.882  0  17.102  0  0  0  16.206  0  18.876  0.023  17.457  0.02  16.865  0.018  16.627  0.019  16.477  0.024  1  1  1  1  1
1-2738-40-3-307-109  L95-S5  19.566  0  18.569  0  0  0  17.491  0  21.103  0.123  19.077  0.076  18.28  0.037  17.962  0.155  17.753  0.027  1  1  1  1  1
1-2738-40-3-307-118  L95-97  15.715  0  14.821  0  14.304  0  13.801  0  16.857  0.012  15.224  0.018  14.547  0.015  14.257  0.015  14.077  0.02  1  1  1  1  1
1-2738-40-3-307-128  L95-S16  17.499  0  16.758  0  0  0  15.846  0  18.414  0.018  17.075  0.019  16.515  0.015  16.281  0.015  16.13  0.021  1  1  1  1  1
1-2738-40-3-307-134  L95-S30  17.78  0  17.019  0  16.544  0  16.074  0  18.711  0.021  17.344  0.019  16.762  0.015  16.509  0.015  16.35  0.021  1  1  1  1  1
1-2738-40-3-307-168  L95-S35  16.191  0  15.394  0  14.847  0  14.299  0  17.044  0.012  15.769  0.018  15.107  0.015  14.756  0.015  14.546  0.02  1  1  1  0  1
1-2738-40-3-307-206  L95-S1  0  0  19.51  0  0  0  16.972  0  22.145  0.263  20.413  0.029  18.876  0.018  17.668  0.016  16.973  0.022  1  1  1  1  1
1-2738-40-3-307-207  L95-S2  19.882  0  18.725  0  0  0  17.343  0  21.732  0.181  19.34  0.021  18.267  0.016  17.837  0.016  17.532  0.025  1  1  1  1  1
1-2738-40-3-307-220  L95-S13  19.915  0  19.045  0  0  0  18  0  20.859  0.09  19.441  0.022  18.746  0.018  18.446  0.017  18.312  0.032  1  1  1  1  1
1-2738-40-3-307-228  L95-S17  18.414  0  17.358  0  16.712  0  16.133  0  19.893  0.042  17.874  0.019  16.961  0.015  16.587  0.015  16.356  0.021  1  1  1  1  1
1-2738-40-3-307-235  L95-S23  19.625  0  18.128  0  17.207  0  16.341  0  21.896  0.209  18.958  0.02  17.547  0.016  16.886  0.015  16.496  0.021  1  1  1  1  1
1-2738-40-3-307-241  L95-S24  18.679  0  17.559  0  16.873  0  16.242  0  20.322  0.058  18.096  0.019  17.135  0.016  16.721  0.015  16.482  0.021  1  1  1  1  1
1-2738-40-3-307-244  L95-S26  20.152  0  19.053  0  0  0  17.819  0  21.713  0.182  19.584  0.022  18.634  0.017  18.289  0.016  18.041  0.029  1  1  1  1  1
1-2738-40-3-307-247  L95-S29  19.429  0  18.046  0  17.196  0  16.413  0  21.451  0.141  18.793  0.02  17.498  0.016  16.929  0.015  16.591  0.022  1  1  1  1  1
1-2738-40-3-307-250  L95-S31  19.209  0  18.486  0  0  0  17.598  0  20.15  0.05  18.778  0.02  18.271  0.017  18.018  0.017  17.936  0.029  1  1  1  1  1
1-2738-40-3-307-253  L95-S33  18.202  0  17.122  0  16.467  0  15.87  0  19.794  0.04  17.648  0.019  16.714  0.015  16.345  0.015  16.102  0.021  1  1  1  1  1
1-2738-40-3-307-255  L95-S36  20.343  0  19.004  0  0  0  17.506  0  21.832  0.194  19.733  0.023  18.519  0.017  18.028  0.016  17.686  0.026  1  1  1  1  1
1-2738-40-3-307-258  L95-S37  19.347  0  18.004  0  17.213  0  16.5  0  21.211  0.118  18.738  0.02  17.508  0.016  17.013  0.015  16.701  0.022  1  1  1  1  1
1-2738-40-3-308-18  L95-S172  15.794  0  14.925  0  14.389  0  13.886  0  16.929  0.016  15.338  0.02  14.654  0.014  14.34  0.015  14.191  0.016  0  1  1  1  1
1-2738-40-3-308-20  L95-S47  17.114  0  16.33  0  15.834  0  15.377  0  18.11  0.019  16.703  0.02  16.078  0.014  15.812  0.015  15.661  0.017  0  1  1  1  1
1-2738-40-3-308-24  L95-S48  17.609  0  16.734  0  16.199  0  15.688  0  18.704  0.023  17.155  0.021  16.42  0.014  16.113  0.015  15.948  0.017  0  1  1  1  1
1-2738-40-3-308-31  L95-S52  0  0  19.146  0  0  0  16.547  0  22.741  0.448  20.153  0.036  18.494  0.032  17.194  0.141  16.523  0.019  0  1  1  1  1
1-2738-40-3-308-41  L95-S54  18.139  0  17.286  0  16.77  0  16.242  0  19.164  0.028  17.715  0.021  16.957  0.015  16.663  0.015  16.518  0.017  0  1  1  1  1
1-2738-40-3-308-43  L95-S241  16.872  0  15.576  0  0  0  14.086  0  18.575  0.022  16.261  0.02  15.106  0.014  14.57  0.015  14.251  0.016  0  1  1  1  1
1-2738-40-3-308-45  L95-S175  16.546  0  0  0  0  0  14.732  0  17.441  0.017  16.123  0.02  15.449  0.014  15.129  0.015  14.981  0.016  0  1  1  1  1
1-2738-40-3-308-47  L95-S179  16.137  0  15.271  0  14.737  0  14.246  0  17.23  0.016  15.693  0.02  14.959  0.014  14.653  0.015  14.528  0.016  0  1  1  1  1
1-2738-40-3-308-49  L95-S181  16.923  0  16.041  0  15.484  0  15.008  0  17.985  0.019  16.456  0.02  15.748  0.014  15.438  0.015  15.285  0.016  0  1  1  1  1
1-2738-40-3-308-52  L95-S255  16.762  0  15.844  0  0  0  14.756  0  17.87  0.018  16.331  0.02  15.499  0.014  15.183  0.015  14.995  0.016  0  1  1  1  1
1-2738-40-3-308-61  L95-112  16.412  0  15.484  0  14.899  0  14.332  0  17.523  0.017  15.981  0.02  15.147  0.014  14.777  0.015  14.568  0.016  0  1  1  1  1
1-2738-40-3-308-71  L95-42  15.392  0  15.611  0  15.731  0  15.882  0  15.025  0.015  15.344  0.02  15.787  0.014  16.106  0.015  16.444  0.017  0  1  1  1  1
1-2738-40-3-308-102  L95-S39  20.054  0  19.33  0  0  0  18.413  0  20.765  0.082  19.656  0.024  19.076  0.018  18.839  0.018  18.674  0.037  0  1  1  1  1
1-2738-40-3-308-103  L95-S42  19.472  0  18.621  0  0  0  17.585  0  20.591  0.071  19.018  0.022  18.346  0.016  18.056  0.016  17.859  0.024  0  1  1  1  1
1-2738-40-3-308-105  L95-S44  18.819  0  17.445  0  16.592  0  15.842  0  20.745  0.08  18.213  0.021  16.887  0.015  16.342  0.015  16.025  0.017  0  1  1  1  1
1-2738-40-3-308-107  L95-S45  19.974  0  18.313  0  17.262  0  16.247  0  22.659  0.408  19.289  0.023  17.666  0.015  16.845  0.015  16.328  0.017  0  1  1  1  1
1-2738-40-3-308-109  L95-S46  19.009  0  18.003  0  17.388  0  16.803  0  20.419  0.063  18.524  0.021  17.636  0.015  17.263  0.015  17.022  0.019  0  1  1  1  1
1-2738-40-3-308-115  L95-S234  19.271  0  18.312  0  0  0  17.245  0  20.395  0.062  18.783  0.022  18.002  0.015  17.671  0.015  17.444  0.021  0  1  1  1  1
1-2738-40-3-308-122  L95-S237  0  0  16.651  0  0  0  14.76  0  20.156  0.052  17.493  0.021  16.026  0.014  15.297  0.015  14.891  0.016  0  1  1  1  1
1-2738-40-3-308-123  L95-S51  19.595  0  18.633  0  18.005  0  17.46  0  20.632  0.074  19.129  0.022  18.294  0.016  17.906  0.016  17.702  0.023  0  1  1  1  1
1-2738-40-3-308-125  L95-S239  18.955  0  17.556  0  0  0  15.833  0  21.253  0.122  18.323  0.021  17.005  0.015  16.365  0.015  15.978  0.017  0  1  1  1  1
1-2738-40-3-308-127  L95-S243  20.589  0  19.814  0  19.337  0  18.815  0  21.202  0.117  20.21  0.028  19.521  0.021  19.208  0.021  19.067  0.05  0  1  1  1  1
1-2738-40-3-308-130  L95-S57  18.637  0  17.557  0  16.935  0  16.371  0  20.029  0.047  18.067  0.021  17.202  0.015  16.834  0.015  16.587  0.018  0  1  1  1  1
1-2738-40-3-308-132  L95-S251  0  0  18.253  0  0  0  16.833  0  21.263  0.122  18.902  0.022  17.749  0.015  17.258  0.015  16.986  0.019  0  1  1  1  1
1-2738-40-3-308-134  L95-S60  19.607  0  18.121  0  17.172  0  16.301  0  21.657  0.172  18.963  0.022  17.537  0.015  16.863  0.015  16.425  0.017  0  1  1  1  1
1-2738-40-3-308-137  L95-S253  18.406  0  16.817  0  0  0  14.372  0  20.398  0.061  17.663  0.021  16.231  0.014  15.015  0.015  14.4  0.016  0  1  1  1  1
1-2738-40-3-308-141  L95-S252  18.949  0  17.309  0  0  0  15.373  0  21.152  0.112  18.223  0.021  16.633  0.015  15.93  0.015  15.451  0.016  0  1  1  0  1
1-2738-40-3-308-143  L95-S64  20.127  0  19.399  0  18.918  0  18.414  0  21.017  0.101  19.79  0.025  19.105  0.018  18.845  0.019  18.714  0.039  0  1  1  1  1
1-2738-40-3-308-145  L95-S65  20.245  0  18.615  0  17.56  0  16.616  0  22.717  0.428  19.59  0.024  17.958  0.015  17.194  0.015  16.729  0.018  0  1  1  1  1
1-2738-40-3-308-146  L95-S256  0  0  19.918  0  19.225  0  18.591  0  22.436  0.339  20.565  0.032  19.515  0.021  19.074  0.02  18.82  0.042  0  1  1  1  1
1-2738-40-3-308-148  L95-S66  20.243  0  18.487  0  17.412  0  16.325  0  22.193  0.273  19.533  0.024  17.838  0.015  16.958  0.015  16.408  0.017  0  1  1  1  1
1-2738-40-3-308-149  L95-S67  19.706  0  18.753  0  18.163  0  17.558  0  20.72  0.079  19.218  0.023  18.479  0.016  18.084  0.016  17.842  0.024  0  1  1  1  1
1-2738-40-3-308-152  L95-S74  0  0  19.295  0  18.009  0  16.463  0  23.924  1.048  20.355  0.029  18.57  0.016  17.163  0.015  16.421  0.017  0  1  1  1  1
1-2738-40-3-308-179  L95-S61  0  0  0  0  18.87  0  17.701  0  24.57  1.26  21.002  0.041  19.292  0.019  18.327  0.017  17.749  0.023  0  1  1  1  1
1-2738-40-3-308-180  L95-S62  0  0  19.872  0  18.793  0  17.659  0  24.679  1.261  20.945  0.039  19.198  0.019  18.289  0.018  17.761  0.023  0  1  1  0  1
1-2738-40-3-309-6  L95-S77  18.707  0  17.326  0  16.471  0  15.724  0  20.611  0.075  18.081  0.02  16.816  0.013  16.206  0.017  15.865  0.015  0  0  0  1  1
1-2738-40-3-309-7  L95-S76  19.008  0  17.878  0  17.189  0  16.541  0  20.264  0.059  18.43  0.02  17.459  0.014  17.021  0.017  16.744  0.016  0  0  1  1  1
1-2738-40-3-309-55  L95-S199  17.121  0  16.226  0  15.661  0  15.139  0  18.211  0.027  16.667  0.019  15.896  0.013  15.569  0.017  15.375  0.014  0  0  1  1  1
1-2738-40-3-309-88  L95-S298  15.58  0  14.745  0  0  0  13.717  0  16.627  0.024  15.156  0.019  14.475  0.013  14.144  0.016  13.952  0.014  0  0  1  1  1
1-2738-40-3-309-123  L95-S311  18.376  0  17.508  0  16.951  0  0  0  19.361  0.036  17.903  0.019  17.168  0.013  16.877  0.017  16.696  0.016  0  0  1  1  1
1-2738-40-3-309-127  L95-S324  0  0  16.869  0  0  0  15.771  0  18.917  0.031  17.31  0.019  16.57  0.013  16.203  0.017  16.005  0.015  0  0  0  1  1
1-2738-40-3-309-129  L95-S330  17.725  0  16.798  0  0  0  15.65  0  18.809  0.03  17.288  0.019  16.467  0.013  16.07  0.017  15.854  0.015  0  0  1  1  1
1-2738-40-3-309-145  L95-S268  20.447  0  0  0  0  0  17.182  0  22.645  0.403  19.827  0.024  18.337  0.014  17.706  0.017  17.296  0.018  0  0  1  1  1
1-2738-40-3-309-146  L95-S273  0  0  19.531  0  18.472  0  17.41  0  23.98  1.077  20.583  0.032  18.836  0.016  18.012  0.018  17.471  0.019  0  0  1  1  1
1-2738-40-3-309-148  L95-S278  0  0  19.223  0  18.495  0  17.801  0  21.829  0.202  19.876  0.024  18.768  0.016  18.256  0.018  17.964  0.023  0  0  1  1  1
1-2738-40-3-309-154  L95-S286  0  0  17.883  0  0  0  15.932  0  21.501  0.152  18.803  0.02  17.198  0.013  16.474  0.017  15.989  0.015  0  0  1  1  1
1-2738-40-3-309-156  L95-S200  18.856  0  17.702  0  17.033  0  16.39  0  20.346  0.063  18.338  0.02  17.279  0.013  16.855  0.017  16.59  0.016  0  0  1  1  1
1-2738-40-3-309-158  L95-S202  18.365  0  17.191  0  16.519  0  15.889  0  19.994  0.05  17.803  0.019  16.768  0.013  16.355  0.017  16.096  0.015  0  0  1  1  1
1-2738-40-3-309-161  L95-S205  18.01  0  16.5  0  15.517  0  14.593  0  19.982  0.049  17.341  0.019  15.873  0.013  15.112  0.016  14.719  0.014  0  0  1  1  1
1-2738-40-3-309-170  L95-S208  18.487  0  17.535  0  16.952  0  16.391  0  19.646  0.042  18.01  0.019  17.19  0.013  16.826  0.017  16.625  0.016  0  0  1  1  1
1-2738-40-3-309-172  L95-S300  0  0  19.163  0  18.05  0  17.054  0  23.921  1.031  20.14  0.027  18.413  0.015  17.597  0.017  17.077  0.017  0  0  0  1  1
1-2738-40-3-309-174  L95-S301  18.977  0  17.688  0  16.905  0  16.163  0  20.688  0.079  18.339  0.02  17.184  0.013  16.657  0.017  16.297  0.015  0  0  1  1  1
1-2738-40-3-309-177  L95-S305  0  0  18.268  0  0  0  16.068  0  22.185  0.201  19.273  0.021  17.543  0.014  16.637  0.017  16.074  0.015  0  0  0  1  1
1-2738-40-3-309-181  L95-S310  0  0  18.442  0  17.437  0  16.544  0  22.443  0.335  19.346  0.022  17.784  0.014  17.069  0.017  16.631  0.016  0  0  1  1  1
1-2738-40-3-309-183  L95-S319  18.06  0  16.538  0  15.526  0  14.362  0  19.914  0.048  17.364  0.019  15.945  0.013  14.967  0.016  14.423  0.014  0  0  1  1  1
1-2738-40-3-309-186  L95-S326  0  0  0  0  18.127  0  17.582  0  20.85  0.088  19.243  0.021  18.368  0.014  18.009  0.018  17.763  0.022  0  0  1  1  1
1-2738-40-3-310-3  L95-S343  18.003  0  16.982  0  16.386  0  15.874  0  19.264  0.032  17.444  0.019  16.638  0.015  16.286  0.014  16.09  0.025  0  1  1  1  1
1-2738-40-3-310-6  L95-S346  16.666  0  15.655  0  0  0  0  0  17.762  0.021  16.15  0.019  15.275  0.015  14.847  0.014  14.578  0.024  0  1  1  1  1
1-2738-40-3-310-8  L95-S350  16.545  0  15.638  0  15.083  0  14.556  0  17.705  0.021  16.066  0.019  15.32  0.015  14.994  0.014  14.817  0.024  0  1  1  1  1
1-2738-40-3-310-10  L95-S353  16.734  0  15.955  0  15.46  0  14.983  0  17.723  0.021  16.294  0.019  15.694  0.015  15.428  0.014  15.275  0.025  0  1  1  1  1
1-2738-40-3-310-12  L95-S357  17.861  0  17.104  0  16.624  0  16.158  0  18.77  0.028  17.46  0.019  16.851  0.015  16.592  0.014  16.417  0.025  0  1  1  0  1
1-2738-40-3-310-15  L95-S361  17.548  0  16.67  0  16.108  0  0  0  18.457  0.024  17.028  0.019  16.344  0.015  16.022  0.014  15.796  0.025  0  1  1  1  1
1-2738-40-3-310-18  L95-S365  16.44  0  15.628  0  15.114  0  14.619  0  17.459  0.02  16.025  0.019  15.343  0.015  15.064  0.014  14.885  0.024  0  1  1  1  1
1-2738-40-3-310-20  L95-S369  17.956  0  16.854  0  16.179  0  15.551  0  19.338  0.033  17.423  0.019  16.469  0.015  16.053  0.014  15.768  0.025  0  1  1  1  1
1-2738-40-3-310-22  L95-S389  17.598  0  16.614  0  0  0  0  0  18.747  0.026  17.051  0.019  16.214  0.015  15.824  0.014  15.586  0.025  0  1  1  1  1
1-2738-40-3-310-24  L95-S391  17.664  0  16.467  0  0  0  15.11  0  19.302  0.033  17.028  0.019  16.018  0.015  15.588  0.014  15.341  0.025  0  1  1  1  1
1-2738-40-3-310-34  L95-S403  18.012  0  0  0  0  0  15.837  0  19.23  0.031  17.476  0.019  16.647  0.015  16.248  0.014  16.073  0.025  0  1  1  1  1
1-2738-40-3-310-80  L95-S347  0  0  17.503  0  16.402  0  15.437  0  21.342  0.132  18.429  0.02  16.788  0.016  15.963  0.014  15.461  0.025  0  1  1  1  1
1-2738-40-3-310-87  L95-S355  0  0  18.705  0  17.815  0  0  0  23.046  0.57  19.607  0.023  18.148  0.016  17.519  0.015  17.113  0.026  0  1  1  1  1
1-2738-40-3-310-89  L95-S360  0  0  17.965  0  17.115  0  0  0  21.01  0.101  18.696  0.02  17.426  0.016  16.906  0.014  16.548  0.025  0  1  1  1  1
1-2738-40-3-310-92  L95-S362  0  0  17.643  0  16.562  0  15.417  0  21.326  0.132  18.629  0.02  16.98  0.016  16.029  0.014  15.465  0.025  0  1  1  1  1
1-2738-40-3-310-95  L95-S363  0  0  18.508  0  17.498  0  16.562  0  21.781  0.194  19.449  0.022  17.864  0.016  17.122  0.015  16.672  0.026  0  1  1  1  1
1-2738-40-3-310-104  L95-S380  18.625  0  17.25  0  0  0  15.645  0  20.665  0.078  18.014  0.019  16.695  0.015  16.171  0.014  15.814  0.025  0  1  1  1  1
1-2738-40-3-310-106  L95-S381  17.887  0  16.708  0  0  0  15.406  0  19.686  0.04  17.288  0.019  16.279  0.015  15.899  0.014  15.639  0.025  0  1  1  1  1
1-2738-40-3-310-114  L95-S397  18.715  0  17.626  0  0  0  0  0  20.178  0.054  18.116  0.02  17.226  0.016  16.826  0.014  16.579  0.025  0  1  1  1  1
1-2738-40-3-310-128  L95-S418  18.842  0  17.776  0  17.15  0  16.572  0  20.374  0.064  18.268  0.02  17.372  0.016  17.029  0.015  16.82  0.026  0  1  1  1  1
1-2738-40-3-311-16  L95-S428  17.249  0  16.135  0  0  0  14.841  0  18.897  0.038  16.656  0.015  15.69  0.011  15.28  0.016  15.042  0.018  0  1  1  1  1
1-2738-40-3-311-18  L95-S431  17.197  0  16.097  0  0  0  14.933  0  18.753  0.037  16.602  0.015  15.716  0.011  15.358  0.016  15.151  0.019  0  1  1  1  1
1-2738-40-3-311-20  L95-S434  17.312  0  16.552  0  0  0  15.648  0  18.15  0.034  16.876  0.015  16.312  0.011  16.078  0.016  15.941  0.019  0  1  1  1  1
1-2738-40-3-311-23  L95-S438  17.547  0  16.647  0  0  0  0  0  18.484  0.035  17.044  0.015  16.357  0.011  16.017  0.016  15.842  0.019  0  1  1  1  1
1-2738-40-3-311-37  L95-S441  15.809  0  14.914  0  0  0  13.88  0  16.897  0.032  15.292  0.015  14.611  0.011  14.301  0.015  14.146  0.018  0  1  1  1  1
1-2738-40-3-311-71  L95-S138  16.342  0  15.616  0  0  0  14.716  0  17.224  0.032  15.952  0.015  15.372  0.011  15.143  0.016  15.001  0.018  0  1  1  1  1
1-2738-40-3-311-114  L95-S424  18.637  0  17.244  0  0  0  15.646  0  20.876  0.091  17.977  0.015  16.65  0.011  16.119  0.016  15.804  0.019  0  1  1  1  1
1-2738-40-3-311-117  L95-S426  0  0  17.378  0  0  0  16.098  0  20.019  0.054  17.902  0.015  16.932  0.011  16.528  0.016  16.297  0.019  0  1  1  1  1
1-2738-40-3-311-121  L95-S432  0  0  18.232  0  17.692  0  0  0  20.249  0.072  18.602  0.016  17.926  0.012  17.62  0.016  17.411  0.022  0  1  1  1  1
1-2738-40-3-311-123  L95-S435  0  0  18.51  0  17.919  0  17.336  0  20.696  0.086  18.959  0.017  18.138  0.012  17.805  0.016  17.618  0.024  0  1  1  1  1
1-2738-40-3-311-126  L95-S442  0  0  0  0  18.029  0  16.607  0  22.821  0.489  20.122  0.023  18.522  0.013  17.259  0.016  16.558  0.02  0  1  1  1  1
1-2738-40-3-311-132  L95-S445  18.29  0  16.833  0  0  0  15.122  0  20.55  0.075  17.641  0.015  16.217  0.011  15.61  0.016  15.265  0.019  0  1  1  1  1
1-2738-40-3-311-144  L95-S450  18.647  0  17.694  0  0  0  0  0  19.741  0.052  18.122  0.015  17.362  0.012  17.093  0.016  16.854  0.02  0  1  1  0  1
1-2738-40-3-311-146  L95-S451  0  0  17.928  0  0  0  16.476  0  21.054  0.109  18.583  0.016  17.405  0.012  16.941  0.016  16.65  0.02  0  1  1  1  1
1-2738-40-4-307-47  L95-S216  0  0  17.226  0  0  0  16.193  0  19.074  0.03  17.636  0.022  16.985  0.016  16.665  0.016  16.437  0.021  1  1  1  1  1
1-2738-40-4-307-90  L95-S209  0  0  16.913  0  0  0  14.123  0  20.132  0.054  17.765  0.022  16.289  0.016  14.889  0.015  14.097  0.02  1  1  1  1  1
1-2738-40-4-307-124  L95-S224  18.689  0  17.737  0  0  0  16.534  0  19.741  0.042  18.202  0.022  17.406  0.016  17.006  0.016  16.739  0.022  1  1  1  1  1
1-2738-40-4-308-15  L95-S226  18.325  0  17.517  0  17.016  0  0  0  19.265  0.034  17.878  0.015  17.26  0.017  16.93  0.012  16.744  0.023  1  1  1  1  1
