# ID  name  B  Berr  V  Verr  R  Rerr  I  Ierr  psfMag_u  psfMagErr_u  psfMag_g  psfMagErr_g  psfMag_r  psfMagErr_r  psfMag_i  psfMagErr_i  psfMag_z  psfMagErr_z  good_u  good_g  good_r  good_i  good_z
1-1336-40-5-61-350  Draco-S355  15.28  0  14.575  0  14.296  0  13.851  0  16.259  0.027  14.91  0.014  14.452  9.475E-3  14.261  0.016  14.229  0.018  1  0  0  1  0
1-1336-40-5-61-435  Draco-306  20.721  0  19.955  0  19.498  0  18.958  0  21.682  0.128  20.293  0.024  19.811  0.019  19.465  0.025  19.353  0.064  1  0  0  1  1
1-1336-40-5-61-435  DracoHoltz-306  20.74  0  19.962  0  19.439  0  18.932  0  21.682  0.128  20.293  0.024  19.811  0.019  19.465  0.025  19.353  0.064  1  0  0  1  1
1-1336-40-5-61-447  DracoHoltz-140  21.937  0  21.246  0  0  0  0  0  22.923  0.438  21.617  0.061  21.003  0.044  20.832  0.063  20.919  1.023  1  0  0  1  0
1-1336-40-5-61-466  Draco-302  20.499  0  19.762  0  19.283  0  18.745  0  21.395  0.102  20.088  0.021  19.571  0.016  19.223  0.022  19.096  0.051  1  0  0  1  1
1-1336-40-5-61-466  DracoHoltz-302  20.514  0  19.771  0  19.247  0  18.742  0  21.395  0.102  20.088  0.021  19.571  0.016  19.223  0.022  19.096  0.051  1  0  0  1  1
1-1336-40-5-61-473  DracoHoltz-307  21.249  0  20.532  0  20.031  0  0  0  22.498  0.251  20.742  0.03  20.382  0.026  20.067  0.034  20.145  0.121  1  0  0  1  1
1-1336-40-5-61-475  Draco-202  0  0  18.771  0  0  0  17.754  0  20.558  0.059  19.102  0.017  18.447  0.012  18.193  0.017  18.126  0.029  1  0  0  1  1
1-1336-40-5-61-483  Draco-90  19.366  0  18.128  0  17.31  0  16.463  0  21.553  0.116  18.803  0.015  17.623  0.01  16.996  0.016  16.718  0.02  1  0  0  1  1
1-1336-40-5-61-483  DracoHoltz-90  19.388  0  18.142  0  17.297  0  16.466  0  21.553  0.116  18.803  0.015  17.623  0.01  16.996  0.016  16.718  0.02  1  0  0  1  1
1-1336-40-5-61-484  DracoHoltz-M  19.707  0  18.806  0  18.221  0  17.665  0  20.898  0.071  19.173  0.016  18.53  0.012  18.139  0.017  17.97  0.026  1  0  0  1  1
1-1336-40-5-61-484  Draco-M  19.687  0  18.796  0  18.252  0  17.667  0  20.898  0.071  19.173  0.016  18.53  0.012  18.139  0.017  17.97  0.026  1  0  0  1  1
1-1336-40-5-61-485  Draco-91  20.618  0  19.923  0  19.494  0  18.986  0  21.635  0.126  20.202  0.023  19.75  0.018  19.431  0.024  19.314  0.062  1  0  0  1  1
1-1336-40-5-61-485  DracoHoltz-91  20.636  0  19.929  0  19.451  0  18.981  0  21.635  0.126  20.202  0.023  19.75  0.018  19.431  0.024  19.314  0.062  1  0  0  1  1
1-1336-40-5-61-486  DracoHoltz-92  20.513  0  19.941  0  19.523  0  19.104  0  21.379  0.104  20.151  0.027  19.817  0.021  19.547  0.027  19.505  0.073  1  0  0  1  1
1-1336-40-5-61-486  Draco-92  20.492  0  19.934  0  19.561  0  19.101  0  21.379  0.104  20.151  0.027  19.817  0.021  19.547  0.027  19.505  0.073  1  0  0  1  1
1-1336-40-5-61-487  Draco-89  20.873  0  20.163  0  19.708  0  19.175  0  21.711  0.131  20.466  0.029  19.981  0.023  19.724  0.031  19.581  0.079  1  0  0  1  1
1-1336-40-5-61-487  DracoHoltz-89  20.892  0  20.17  0  19.672  0  19.175  0  21.711  0.131  20.466  0.029  19.981  0.023  19.724  0.031  19.581  0.079  1  0  0  1  1
1-1336-40-5-61-489  DracoHoltz-88  21.437  0  20.727  0  0  0  0  0  22.114  0.183  20.959  0.053  20.457  0.039  20.256  0.084  20.007  0.112  1  0  0  1  1
1-1336-40-5-61-489  Draco-88  21.418  0  20.715  0  0  0  19.744  0  22.114  0.183  20.959  0.053  20.457  0.039  20.256  0.084  20.007  0.112  1  0  0  1  1
1-1336-40-5-61-490  Draco-93  21.517  0  20.834  0  0  0  19.92  0  22.021  0.194  21.105  0.112  20.642  0.109  20.334  0.099  20.225  0.18  0  0  0  1  0
1-1336-40-5-61-505  Draco-175  0  0  19.921  0  19.478  0  18.895  0  21.793  0.143  20.313  0.024  19.689  0.018  19.381  0.024  19.294  0.061  1  0  0  1  1
1-1336-40-5-61-505  DracoHoltz-175  0  0  0  0  19.448  0  18.89  0  21.793  0.143  20.313  0.024  19.689  0.018  19.381  0.024  19.294  0.061  1  0  0  1  1
1-1336-40-5-61-521  Draco-77  20.687  0  19.928  0  19.433  0  18.897  0  21.683  0.138  20.271  0.049  19.715  0.038  19.402  0.039  19.378  0.067  0  0  0  1  1
1-1336-40-5-61-521  DracoHoltz-77  20.711  0  19.94  0  19.399  0  18.903  0  21.683  0.138  20.271  0.049  19.715  0.038  19.402  0.039  19.378  0.067  0  0  0  1  1
1-1336-40-5-61-522  DracoHoltz-76  20.799  0  20.246  0  19.838  0  19.435  0  21.862  0.228  20.439  0.044  20.096  0.062  19.846  0.069  19.883  0.135  0  0  0  1  0
1-1336-40-5-61-522  Draco-76  20.783  0  20.243  0  19.883  0  19.439  0  21.862  0.228  20.439  0.044  20.096  0.062  19.846  0.069  19.883  0.135  0  0  0  1  0
1-1336-40-5-61-525  Draco-96  20.687  0  19.939  0  19.479  0  18.946  0  21.737  0.134  20.221  0.023  19.748  0.018  19.401  0.024  19.227  0.057  1  0  0  1  1
1-1336-40-5-61-525  DracoHoltz-96  20.708  0  19.95  0  19.442  0  18.938  0  21.737  0.134  20.221  0.023  19.748  0.018  19.401  0.024  19.227  0.057  1  0  0  1  1
1-1336-40-5-61-530  Draco-136  20.091  0  19.538  0  19.208  0  18.763  0  20.883  0.072  19.82  0.024  19.419  0.017  19.151  0.022  19.246  0.056  1  0  0  1  1
1-1336-40-5-61-530  DracoHoltz-136  20.111  0  19.542  0  19.173  0  0  0  20.883  0.072  19.82  0.024  19.419  0.017  19.151  0.022  19.246  0.056  1  0  0  1  1
1-1336-40-5-61-531  DracoHoltz-137  20.687  0  19.879  0  19.401  0  18.843  0  21.667  0.127  20.226  0.023  19.689  0.018  19.326  0.023  19.2  0.052  1  0  0  1  1
1-1336-40-5-61-531  Draco-137  20.666  0  19.872  0  19.439  0  0  0  21.667  0.127  20.226  0.023  19.689  0.018  19.326  0.023  19.2  0.052  1  0  0  1  1
1-1336-40-5-61-532  Draco-138  20.647  0  19.861  0  19.411  0  0  0  21.476  0.103  20.114  0.022  19.594  0.017  19.253  0.022  19.21  0.057  1  0  0  1  1
1-1336-40-5-61-532  DracoHoltz-138  20.667  0  19.871  0  19.372  0  18.836  0  21.476  0.103  20.114  0.022  19.594  0.017  19.253  0.022  19.21  0.057  1  0  0  1  1
1-1336-40-5-61-534  Draco-T  20.852  0  20.128  0  19.699  0  0  0  21.721  0.133  20.411  0.026  19.897  0.02  19.614  0.027  19.562  0.07  1  0  0  1  1
1-1336-40-5-61-534  DracoHoltz-T  20.872  0  20.137  0  19.662  0  19.132  0  21.721  0.133  20.411  0.026  19.897  0.02  19.614  0.027  19.562  0.07  1  0  0  1  1
1-1336-40-5-61-535  DracoHoltz-V  21.399  0  20.678  0  20.204  0  0  0  23.595  0.807  20.983  0.036  20.448  0.028  20.164  0.037  19.974  0.102  1  0  0  1  1
1-1336-40-5-61-539  DracoHoltz-80  20.724  0  20.208  0  19.827  0  19.443  0  21.467  0.107  20.372  0.026  20.13  0.023  19.915  0.032  19.933  0.105  1  0  0  1  1
1-1336-40-5-61-539  Draco-80  20.704  0  20.202  0  19.87  0  19.442  0  21.467  0.107  20.372  0.026  20.13  0.023  19.915  0.032  19.933  0.105  1  0  0  1  1
1-1336-40-5-61-540  Draco-74  21.161  0  20.514  0  20.088  0  19.567  0  21.926  0.156  20.788  0.032  20.393  0.027  20.003  0.033  19.912  0.1  1  0  0  1  1
1-1336-40-5-61-540  DracoHoltz-74  21.181  0  20.522  0  20.05  0  19.571  0  21.926  0.156  20.788  0.032  20.393  0.027  20.003  0.033  19.912  0.1  1  0  0  1  1
1-1336-40-5-61-544  DracoHoltz-78  20.413  0  19.627  0  19.084  0  18.588  0  21.413  0.104  19.94  0.02  19.385  0.015  19.043  0.021  18.958  0.047  1  0  0  1  1
1-1336-40-5-61-544  Draco-78  20.392  0  19.616  0  19.111  0  18.587  0  21.413  0.104  19.94  0.02  19.385  0.015  19.043  0.021  18.958  0.047  1  0  0  1  1
1-1336-40-5-61-555  Draco-171  0  0  18.962  0  0  0  17.854  0  21.004  0.072  19.352  0.022  18.696  0.016  18.327  0.026  18.221  0.031  1  0  0  1  1
1-1336-40-5-61-556  Draco-172  0  0  19.018  0  0  0  17.936  0  21.087  0.081  19.391  0.029  18.744  0.032  18.422  0.024  18.278  0.034  1  0  0  1  1
1-1336-40-5-61-562  Draco-86  20.449  0  20.059  0  19.793  0  19.413  0  21.42  0.104  20.151  0.022  19.982  0.021  19.841  0.03  19.757  0.088  1  0  0  1  1
1-1336-40-5-61-562  DracoHoltz-86  20.471  0  20.063  0  19.746  0  19.412  0  21.42  0.104  20.151  0.022  19.982  0.021  19.841  0.03  19.757  0.088  1  0  0  1  1
1-1336-40-5-61-563  DracoHoltz-85  20.856  0  20.315  0  19.931  0  19.525  0  21.532  0.114  20.481  0.026  20.173  0.023  19.975  0.033  19.981  0.106  1  0  0  1  1
1-1336-40-5-61-563  Draco-85  20.837  0  20.309  0  19.969  0  19.525  0  21.532  0.114  20.481  0.026  20.173  0.023  19.975  0.033  19.981  0.106  1  0  0  1  1
1-1336-40-5-61-566  Draco-166  20.057  0  19.233  0  18.753  0  18.189  0  21.161  0.087  19.606  0.018  19.014  0.013  18.718  0.019  18.575  0.036  1  0  0  1  1
1-1336-40-5-61-566  DracoHoltz-166  20.101  0  19.263  0  18.767  0  18.196  0  21.161  0.087  19.606  0.018  19.014  0.013  18.718  0.019  18.575  0.036  1  0  0  1  1
1-1336-40-5-61-569  Draco-81  20.6  0  20.201  0  19.968  0  19.555  0  21.485  0.11  20.3  0.024  20.145  0.023  19.993  0.033  19.956  0.104  1  0  0  1  1
1-1336-40-5-61-569  DracoHoltz-81  20.618  0  20.205  0  0  0  19.564  0  21.485  0.11  20.3  0.024  20.145  0.023  19.993  0.033  19.956  0.104  1  0  0  1  1
1-1336-40-5-61-572  DracoHoltz-311  20.417  0  19.809  0  19.398  0  18.938  0  21.236  0.091  20.07  0.021  19.649  0.017  19.43  0.024  19.334  0.061  1  0  0  1  1
1-1336-40-5-61-572  Draco-311  20.399  0  19.8  0  19.437  0  18.931  0  21.236  0.091  20.07  0.021  19.649  0.017  19.43  0.024  19.334  0.061  1  0  0  1  1
1-1336-40-5-61-573  Draco-397  0  0  20.111  0  19.76  0  19.265  0  21.502  0.113  20.337  0.025  19.985  0.021  19.73  0.029  19.798  0.092  1  0  0  1  1
1-1336-40-5-61-573  DracoHoltz-397  0  0  20.129  0  19.724  0  19.267  0  21.502  0.113  20.337  0.025  19.985  0.021  19.73  0.029  19.798  0.092  1  0  0  1  1
1-1336-40-5-61-575  DracoHoltz-K  19.266  0  18.249  0  17.622  0  17.019  0  20.692  0.062  18.679  0.015  17.913  0.011  17.511  0.016  17.34  0.021  1  0  0  1  1
1-1336-40-5-61-575  Draco-K  19.243  0  18.236  0  17.649  0  17.015  0  20.692  0.062  18.679  0.015  17.913  0.011  17.511  0.016  17.34  0.021  1  0  0  1  1
1-1336-40-5-61-578  Draco-84  19.554  0  18.868  0  18.48  0  18.025  0  20.466  0.054  19.136  0.016  18.705  0.012  18.462  0.018  18.428  0.033  1  0  0  1  1
1-1336-40-5-61-578  DracoHoltz-84  19.575  0  18.876  0  18.447  0  18.027  0  20.466  0.054  19.136  0.016  18.705  0.012  18.462  0.018  18.428  0.033  1  0  0  1  1
1-1336-40-5-61-579  DracoHoltz-83  22.17  0  21.301  0  0  0  0  0  23.206  0.582  21.592  0.056  21.084  0.046  20.854  0.062  20.805  0.216  0  0  0  1  0
1-1336-40-5-61-580  DracoHoltz-143  20.826  0  0  0  0  0  19.462  0  21.667  0.128  20.426  0.026  20.063  0.022  19.893  0.031  19.585  0.077  1  0  0  1  1
1-1336-40-5-61-580  Draco-143  20.806  0  20.25  0  0  0  19.471  0  21.667  0.128  20.426  0.026  20.063  0.022  19.893  0.031  19.585  0.077  1  0  0  1  1
1-1336-40-5-61-582  Draco-310  20.642  0  19.875  0  19.37  0  18.826  0  21.574  0.118  20.225  0.023  19.633  0.017  19.305  0.023  19.117  0.052  1  0  0  1  1
1-1336-40-5-61-582  DracoHoltz-310  20.665  0  19.884  0  19.337  0  18.829  0  21.574  0.118  20.225  0.023  19.633  0.017  19.305  0.023  19.117  0.052  1  0  0  1  1
1-1336-40-5-61-585  Draco-131  20.032  0  19.316  0  18.892  0  18.342  0  21.019  0.078  19.6  0.018  19.078  0.014  18.788  0.019  18.748  0.04  1  0  0  1  1
1-1336-40-5-61-585  DracoHoltz-131  20.052  0  19.325  0  18.855  0  18.338  0  21.019  0.078  19.6  0.018  19.078  0.014  18.788  0.019  18.748  0.04  1  0  0  1  1
1-1336-40-5-61-586  DracoHoltz-133  20.457  0  19.677  0  19.186  0  18.654  0  21.61  0.123  19.983  0.023  19.463  0.016  19.114  0.021  19.016  0.05  1  0  0  1  1
1-1336-40-5-61-586  Draco-133  20.436  0  19.668  0  19.226  0  18.657  0  21.61  0.123  19.983  0.023  19.463  0.016  19.114  0.021  19.016  0.05  1  0  0  1  1
1-1336-40-5-61-587  Draco-134  20.583  0  19.817  0  19.37  0  18.822  0  21.594  0.124  20.171  0.025  19.627  0.018  19.265  0.023  19.224  0.059  1  0  0  1  1
1-1336-40-5-61-587  DracoHoltz-134  20.604  0  19.825  0  19.334  0  18.812  0  21.594  0.124  20.171  0.025  19.627  0.018  19.265  0.023  19.224  0.059  1  0  0  1  1
1-1336-40-5-61-588  DracoHoltz-135  20.52  0  19.804  0  19.363  0  0  0  21.513  0.113  20.111  0.022  19.604  0.018  19.278  0.023  19.337  0.063  1  0  0  1  1
1-1336-40-5-61-588  Draco-135  20.499  0  19.795  0  19.4  0  0  0  21.513  0.113  20.111  0.022  19.604  0.018  19.278  0.023  19.337  0.063  1  0  0  1  1
1-1336-40-5-61-589  DracoHoltz-130  21.205  0  20.472  0  0  0  19.515  0  21.745  0.135  20.687  0.03  20.221  0.024  19.908  0.031  19.826  0.093  1  0  0  1  1
1-1336-40-5-61-590  DracoHoltz-132  21.18  0  20.523  0  0  0  0  0  21.743  0.135  20.783  0.032  20.328  0.026  20.037  0.034  19.964  0.105  1  0  0  1  1
1-1336-40-5-61-597  Draco-396  20.634  0  19.803  0  0  0  18.79  0  21.588  0.124  20.18  0.04  19.575  0.023  19.283  0.031  19.199  0.06  1  0  0  1  1
1-1336-40-5-61-597  DracoHoltz-396  20.659  0  19.811  0  0  0  18.793  0  21.588  0.124  20.18  0.04  19.575  0.023  19.283  0.031  19.199  0.06  1  0  0  1  1
1-1336-40-5-61-605  DracoHoltz-393  0  0  20.16  0  19.845  0  19.48  0  21.378  0.103  20.318  0.024  20.092  0.023  20.009  0.037  20.139  0.125  1  0  0  1  1
1-1336-40-5-61-605  Draco-393  20.56  0  20.156  0  19.884  0  19.472  0  21.378  0.103  20.318  0.024  20.092  0.023  20.009  0.037  20.139  0.125  1  0  0  1  1
1-1336-40-5-61-611  Draco-146  0  0  18.671  0  0  0  17.51  0  20.718  0.064  19.078  0.016  18.364  0.011  18.009  0.017  17.852  0.025  1  0  0  1  1
1-1336-40-5-61-613  Draco-169  0  0  20.146  0  0  0  19.116  0  22.102  0.183  20.464  0.026  19.91  0.02  19.616  0.027  19.503  0.072  1  0  0  1  1
1-1336-40-5-61-618  Draco-392  19.655  0  18.68  0  18.109  0  17.549  0  21.124  0.085  19.114  0.016  18.386  0.011  17.992  0.017  17.81  0.025  1  0  0  1  1
1-1336-40-5-61-620  Draco-562  18.669  0  17.285  0  16.49  0  15.723  0  20.931  0.074  18.03  0.014  16.829  9.817E-3  16.296  0.016  16.026  0.019  1  0  0  1  1
1-1336-40-5-61-620  DracoHoltz-562  18.688  0  17.29  0  16.485  0  15.73  0  20.931  0.074  18.03  0.014  16.829  9.817E-3  16.296  0.016  16.026  0.019  1  0  0  1  1
1-1336-40-5-61-622  DracoHoltz-312  19.733  0  18.939  0  18.436  0  17.894  0  20.802  0.067  19.268  0.017  18.718  0.012  18.38  0.018  18.213  0.029  1  0  0  1  1
1-1336-40-5-61-622  Draco-312  19.717  0  18.931  0  18.472  0  17.893  0  20.802  0.067  19.268  0.017  18.718  0.012  18.38  0.018  18.213  0.029  1  0  0  1  1
1-1336-40-5-61-623  Draco-314  20.482  0  19.723  0  19.256  0  18.695  0  21.631  0.123  20.047  0.022  19.495  0.016  19.19  0.022  19.035  0.049  1  0  0  1  1
1-1336-40-5-61-623  DracoHoltz-314  20.503  0  19.733  0  19.222  0  18.696  0  21.631  0.123  20.047  0.022  19.495  0.016  19.19  0.022  19.035  0.049  1  0  0  1  1
1-1336-40-5-61-624  DracoHoltz-313  21.004  0  20.213  0  19.698  0  19.192  0  21.943  0.159  20.534  0.027  19.989  0.02  19.653  0.027  19.56  0.074  1  0  0  1  1
1-1336-40-5-61-624  Draco-313  20.984  0  20.205  0  19.727  0  19.188  0  21.943  0.159  20.534  0.027  19.989  0.02  19.653  0.027  19.56  0.074  1  0  0  1  1
1-1336-40-5-61-625  Draco-316  20.566  0  20.039  0  19.69  0  19.231  0  21.629  0.123  20.253  0.023  19.916  0.02  19.739  0.028  19.612  0.077  1  0  0  1  1
1-1336-40-5-61-625  DracoHoltz-316  20.584  0  20.045  0  19.643  0  19.228  0  21.629  0.123  20.253  0.023  19.916  0.02  19.739  0.028  19.612  0.077  1  0  0  1  1
1-1336-40-5-61-626  DracoHoltz-315  20.49  0  20.101  0  0  0  19.443  0  21.385  0.102  20.194  0.033  20.011  0.022  19.888  0.032  19.82  0.092  1  0  0  1  1
1-1336-40-5-61-626  Draco-315  20.468  0  20.097  0  0  0  19.44  0  21.385  0.102  20.194  0.033  20.011  0.022  19.888  0.032  19.82  0.092  1  0  0  1  1
1-1336-40-5-61-632  Draco-395  0  0  19.817  0  19.344  0  18.816  0  21.625  0.124  20.185  0.023  19.561  0.016  19.308  0.023  19.266  0.06  1  0  0  1  1
1-1336-40-5-61-632  DracoHoltz-395  20.62  0  19.818  0  19.318  0  18.812  0  21.625  0.124  20.185  0.023  19.561  0.016  19.308  0.023  19.266  0.06  1  0  0  1  1
1-1336-40-5-61-641  DracoHoltz-317  20.408  0  19.628  0  19.098  0  18.584  0  21.135  0.084  19.927  0.02  19.408  0.015  19.096  0.021  18.897  0.044  1  0  0  1  1
1-1336-40-5-61-641  Draco-317  20.383  0  19.615  0  19.134  0  18.584  0  21.135  0.084  19.927  0.02  19.408  0.015  19.096  0.021  18.897  0.044  1  0  0  1  1
1-1336-40-5-61-649  Draco-394  20.884  0  20.163  0  19.683  0  19.167  0  21.542  0.116  20.477  0.026  19.925  0.02  19.676  0.028  19.445  0.069  1  0  0  1  1
1-1336-40-5-61-649  DracoHoltz-394  20.92  0  20.175  0  19.666  0  19.168  0  21.542  0.116  20.477  0.026  19.925  0.02  19.676  0.028  19.445  0.069  1  0  0  1  1
1-1336-40-5-61-657  DracoHoltz-390  20.625  0  19.866  0  19.36  0  18.84  0  21.618  0.123  20.177  0.023  19.63  0.017  19.318  0.023  19.286  0.061  1  0  0  1  1
1-1336-40-5-61-657  Draco-390  0  0  19.852  0  19.39  0  18.833  0  21.618  0.123  20.177  0.023  19.63  0.017  19.318  0.023  19.286  0.061  1  0  0  1  1
1-1336-40-5-61-659  Draco-102  20.804  0  20.041  0  19.585  0  19.024  0  21.723  0.133  20.367  0.024  19.866  0.019  19.507  0.025  19.523  0.072  1  0  0  1  1
1-1336-40-5-61-659  DracoHoltz-102  20.826  0  20.052  0  19.555  0  19.031  0  21.723  0.133  20.367  0.024  19.866  0.019  19.507  0.025  19.523  0.072  1  0  0  1  1
1-1336-40-5-61-665  Draco-82  20.642  0  20.121  0  19.79  0  19.309  0  21.758  0.136  20.278  0.024  19.988  0.021  19.775  0.029  19.78  0.089  1  0  0  1  1
1-1336-40-5-61-665  DracoHoltz-82  20.66  0  20.129  0  19.747  0  19.311  0  21.758  0.136  20.278  0.024  19.988  0.021  19.775  0.029  19.78  0.089  1  0  0  1  1
1-1336-40-5-61-666  DracoHoltz-97  20.283  0  19.449  0  18.906  0  18.373  0  21.344  0.099  19.791  0.019  19.202  0.014  18.854  0.02  18.692  0.039  1  0  0  1  1
1-1336-40-5-61-666  Draco-97  20.262  0  19.437  0  18.946  0  18.371  0  21.344  0.099  19.791  0.019  19.202  0.014  18.854  0.02  18.692  0.039  1  0  0  1  1
1-1336-40-5-61-668  Draco-319  20.994  0  20.257  0  19.809  0  19.259  0  22.121  0.19  20.521  0.049  20.065  0.038  19.764  0.029  19.712  0.086  0  0  0  1  1
1-1336-40-5-61-668  DracoHoltz-319  21.014  0  20.264  0  19.769  0  19.265  0  22.121  0.19  20.521  0.049  20.065  0.038  19.764  0.029  19.712  0.086  0  0  0  1  1
1-1336-40-5-61-669  DracoHoltz-318  20.613  0  20.147  0  19.8  0  19.425  0  21.352  0.1  20.366  0.026  20.143  0.024  19.956  0.033  19.999  0.109  1  0  0  1  1
1-1336-40-5-61-669  Draco-318  20.595  0  20.143  0  19.849  0  19.435  0  21.352  0.1  20.366  0.026  20.143  0.024  19.956  0.033  19.999  0.109  1  0  0  1  1
1-1336-40-5-61-672  Draco-Q2  20.523  0  19.755  0  19.294  0  18.722  0  21.359  0.099  20.053  0.021  19.513  0.016  19.205  0.022  19.034  0.049  1  0  0  1  1
1-1336-40-5-61-672  DracoHoltz-Q2  20.544  0  19.765  0  19.262  0  18.726  0  21.359  0.099  20.053  0.021  19.513  0.016  19.205  0.022  19.034  0.049  1  0  0  1  1
1-1336-40-5-61-673  DracoHoltz-101  20.711  0  19.947  0  19.44  0  18.919  0  21.479  0.109  20.221  0.022  19.749  0.018  19.404  0.024  19.261  0.059  1  0  0  1  1
1-1336-40-5-61-673  Draco-101  20.688  0  19.937  0  19.474  0  18.919  0  21.479  0.109  20.221  0.022  19.749  0.018  19.404  0.024  19.261  0.059  1  0  0  1  1
1-1336-40-5-61-674  DracoHoltz-100  21.952  0  21.227  0  0  0  0  0  23.022  0.417  21.468  0.051  21.067  0.045  20.822  0.061  20.693  0.197  1  0  0  1  1
1-1336-40-5-61-676  DracoHoltz-S242  22.153  0  21.522  0  0  0  0  0  22.96  0.369  21.764  0.065  21.464  0.063  21.2  0.085  21.159  0.292  0  0  0  1  0
1-1336-40-5-61-680  DracoHoltz-391  0  0  20.173  0  19.824  0  0  0  21.382  0.119  20.3  0.024  20.043  0.022  19.865  0.031  19.945  0.104  0  0  0  1  1
1-1336-40-5-61-680  Draco-391  0  0  20.161  0  19.859  0  0  0  21.382  0.119  20.3  0.024  20.043  0.022  19.865  0.031  19.945  0.104  0  0  0  1  1
1-1336-40-5-61-690  Draco-148  0  0  18.171  0  0  0  16.677  0  21.522  0.114  18.827  0.016  17.687  0.01  17.179  0.016  16.947  0.02  1  0  0  1  1
1-1336-40-5-61-697  Draco-149  0  0  18.511  0  0  0  17.397  0  21.337  0.1  18.957  0.018  18.183  0.012  17.859  0.017  17.723  0.024  1  0  0  1  1
1-1336-40-5-61-700  Draco-S311  19.349  0  18.324  0  17.732  0  17.109  0  20.962  0.076  18.769  0.015  17.963  0.011  17.597  0.016  17.375  0.021  1  0  0  1  1
1-1336-40-5-61-700  DracoHoltz-S311  19.367  0  18.336  0  17.712  0  17.12  0  20.962  0.076  18.769  0.015  17.963  0.011  17.597  0.016  17.375  0.021  1  0  0  1  1
1-1336-40-5-61-705  DracoHoltz-389  0  0  20.019  0  19.54  0  18.991  0  21.794  0.142  20.312  0.024  19.732  0.018  19.414  0.024  19.38  0.061  1  0  0  1  1
1-1336-40-5-61-705  Draco-389  20.797  0  0  0  19.575  0  18.99  0  21.794  0.142  20.312  0.024  19.732  0.018  19.414  0.024  19.38  0.061  1  0  0  1  1
1-1336-40-5-61-708  Draco-H  19.105  0  18.22  0  17.686  0  17.078  0  20.365  0.052  18.606  0.015  17.928  0.011  17.544  0.016  17.378  0.022  1  0  0  1  1
1-1336-40-5-61-708  DracoHoltz-H  19.127  0  18.231  0  17.646  0  17.078  0  20.365  0.052  18.606  0.015  17.928  0.011  17.544  0.016  17.378  0.022  1  0  0  1  1
1-1336-40-5-61-709  Draco-128  21.339  0  19.767  0  0  0  16.931  0  23.518  0.391  20.585  0.028  19.177  0.014  17.669  0.016  16.91  0.02  1  0  0  1  1
1-1336-40-5-61-709  DracoHoltz-128  21.361  0  19.789  0  18.521  0  16.931  0  23.518  0.391  20.585  0.028  19.177  0.014  17.669  0.016  16.91  0.02  1  0  0  1  1
1-1336-40-5-61-710  DracoHoltz-129  21.052  0  20.356  0  0  0  19.415  0  21.859  0.145  20.633  0.029  20.147  0.023  19.902  0.032  19.754  0.089  1  0  0  1  1
1-1336-40-5-61-710  Draco-129  21.032  0  20.347  0  0  0  19.421  0  21.859  0.145  20.633  0.029  20.147  0.023  19.902  0.032  19.754  0.089  1  0  0  1  1
1-1336-40-5-61-711  DracoHoltz-S254  22.158  0  21.477  0  0  0  0  0  22.67  0.291  21.764  0.065  21.332  0.056  21.033  0.073  21.439  0.366  0  0  0  1  0
1-1336-40-5-61-714  Draco-127  21.07  0  20.368  0  19.947  0  19.399  0  22.073  0.177  20.677  0.03  20.192  0.024  19.907  0.031  19.71  0.12  1  0  0  1  0
1-1336-40-5-61-714  DracoHoltz-127  21.09  0  20.375  0  19.908  0  19.393  0  22.073  0.177  20.677  0.03  20.192  0.024  19.907  0.031  19.71  0.12  1  0  0  1  0
1-1336-40-5-61-716  Draco-385  0  0  20.205  0  19.933  0  19.512  0  21.503  0.112  20.324  0.024  20.071  0.022  19.915  0.032  20.033  0.113  1  0  0  1  1
1-1336-40-5-61-716  DracoHoltz-385  0  0  20.218  0  19.892  0  19.513  0  21.503  0.112  20.324  0.024  20.071  0.022  19.915  0.032  20.033  0.113  1  0  0  1  1
1-1336-40-5-61-720  Draco-126  20.304  0  19.493  0  19.031  0  18.452  0  21.455  0.108  19.829  0.02  19.239  0.015  18.919  0.021  18.728  0.04  1  0  0  1  1
1-1336-40-5-61-720  DracoHoltz-126  20.323  0  0  0  19  0  18.437  0  21.455  0.108  19.829  0.02  19.239  0.015  18.919  0.021  18.728  0.04  1  0  0  1  1
1-1336-40-5-61-723  Draco-381  20.583  0  19.793  0  19.324  0  18.758  0  21.539  0.116  20.108  0.022  19.55  0.017  19.293  0.023  19.162  0.055  1  0  0  1  1
1-1336-40-5-61-723  DracoHoltz-381  20.611  0  19.801  0  19.3  0  18.755  0  21.539  0.116  20.108  0.022  19.55  0.017  19.293  0.023  19.162  0.055  1  0  0  1  1
1-1336-40-5-61-724  DracoHoltz-382  20.576  0  19.789  0  19.245  0  18.745  0  21.767  0.139  20.086  0.021  19.542  0.016  19.24  0.022  19.068  0.051  1  0  0  1  1
1-1336-40-5-61-724  Draco-382  20.559  0  19.778  0  19.272  0  18.74  0  21.767  0.139  20.086  0.021  19.542  0.016  19.24  0.022  19.068  0.051  1  0  0  1  1
1-1336-40-5-61-726  Draco-380  0  0  20.604  0  20.201  0  19.652  0  22.405  0.235  20.96  0.035  20.422  0.028  20.177  0.038  20.007  0.11  0  0  0  1  1
1-1336-40-5-61-726  DracoHoltz-380  0  0  20.601  0  20.171  0  19.655  0  22.405  0.235  20.96  0.035  20.422  0.028  20.177  0.038  20.007  0.11  0  0  0  1  1
